date,bitcoin,btc,etherium,etc
2018-03-19 11:28:00,58,4,0,39
2018-03-19 11:36:00,76,5,0,19
2018-03-19 11:44:00,57,1,0,19
2018-03-19 11:52:00,55,2,19,19
2018-03-19 12:00:00,58,5,0,19
2018-03-19 12:08:00,69,1,0,0
2018-03-19 12:16:00,64,3,0,18
2018-03-19 12:24:00,58,3,18,18
2018-03-19 12:32:00,64,6,0,0
2018-03-19 12:40:00,57,3,0,17
2018-03-19 12:48:00,53,2,0,34
2018-03-19 12:56:00,54,3,0,68
2018-03-19 13:04:00,76,3,0,17
2018-03-19 13:12:00,66,2,0,0
2018-03-19 13:20:00,63,5,16,33
2018-03-19 13:28:00,67,3,16,16
2018-03-19 13:36:00,72,3,0,0
2018-03-19 13:44:00,70,4,0,16
2018-03-19 13:52:00,69,5,0,16
2018-03-19 14:00:00,66,4,0,48
2018-03-19 14:08:00,73,5,16,0
2018-03-19 14:16:00,64,4,0,47
2018-03-19 14:24:00,73,2,16,16
2018-03-19 14:32:00,71,2,0,16
2018-03-19 14:40:00,69,5,0,31
2018-03-19 14:48:00,63,2,16,16
2018-03-19 14:56:00,68,5,0,0
2018-03-19 15:04:00,75,2,0,0
2018-03-19 15:12:00,82,2,0,48
2018-03-19 15:20:00,74,2,16,63
2018-03-19 15:28:00,65,3,0,64
2018-03-19 15:36:00,68,3,0,64
2018-03-19 15:44:00,63,3,0,0
2018-03-19 15:52:00,70,2,0,32
2018-03-19 16:00:00,74,5,16,64
2018-03-19 16:08:00,74,4,0,0
2018-03-19 16:16:00,76,2,0,64
2018-03-19 16:24:00,64,4,0,16
2018-03-19 16:32:00,76,7,0,16
2018-03-19 16:40:00,73,4,0,0
2018-03-19 16:48:00,77,2,32,16
2018-03-19 16:56:00,78,2,0,16
2018-03-19 17:04:00,72,4,0,33
2018-03-19 17:12:00,86,5,16,0
2018-03-19 17:20:00,80,7,17,33
2018-03-19 17:28:00,72,2,0,0
2018-03-19 17:36:00,72,4,0,50
2018-03-19 17:44:00,79,1,0,34
2018-03-19 17:52:00,72,4,0,0
2018-03-19 18:00:00,87,2,17,0
2018-03-19 18:08:00,78,3,35,17
2018-03-19 18:16:00,78,5,0,17
2018-03-19 18:24:00,76,7,18,53
2018-03-19 18:32:00,81,1,0,35
