date,ripple,xrp
2018-04-25 18:48:00,50,17
2018-04-25 18:56:00,17,0
2018-04-25 19:04:00,17,23
2018-04-25 19:12:00,35,0
2018-04-25 19:20:00,29,6
2018-04-25 19:28:00,47,6
2018-04-25 19:36:00,29,17
2018-04-25 19:44:00,23,6
2018-04-25 19:52:00,31,6
2018-04-25 20:00:00,37,6
2018-04-25 20:08:00,25,12
2018-04-25 20:16:00,19,6
2018-04-25 20:24:00,33,0
2018-04-25 20:32:00,7,7
2018-04-25 20:40:00,84,13
2018-04-25 20:48:00,40,7
2018-04-25 20:56:00,42,0
2018-04-25 21:04:00,45,0
2018-04-25 21:12:00,30,23
2018-04-25 21:20:00,91,38
2018-04-25 21:28:00,40,24
2018-04-25 21:36:00,40,8
2018-04-25 21:44:00,49,8
2018-04-25 21:52:00,51,26
2018-04-25 22:00:00,9,9
2018-04-25 22:08:00,44,9
2018-04-25 22:16:00,18,0
2018-04-25 22:24:00,37,0
2018-04-25 22:32:00,9,9
2018-04-25 22:40:00,57,9
2018-04-25 22:48:00,29,9
2018-04-25 22:56:00,39,19
2018-04-25 23:04:00,29,0
2018-04-25 23:12:00,40,10
2018-04-25 23:20:00,59,10
2018-04-25 23:28:00,100,10
2018-04-25 23:36:00,70,10
2018-04-25 23:44:00,30,10
2018-04-25 23:52:00,30,30
2018-04-26 00:00:00,30,0
2018-04-26 00:00:00,37,0
2018-04-26 00:08:00,36,24
2018-04-26 00:16:00,72,60
2018-04-26 00:24:00,60,24
2018-04-26 00:32:00,60,36
2018-04-26 00:40:00,23,0
2018-04-26 00:48:00,59,0
2018-04-26 00:56:00,48,12
2018-04-26 01:04:00,23,0
2018-04-26 01:12:00,70,12
2018-04-26 01:20:00,11,23
2018-04-26 01:28:00,46,11
2018-04-26 01:36:00,45,0
2018-04-26 01:44:00,23,0
2018-04-26 01:52:00,23,0
2018-04-26 02:00:00,46,0
2018-04-26 02:08:00,35,12
2018-04-26 02:16:00,12,23
2018-04-26 02:24:00,59,23
2018-04-26 02:32:00,12,0
2018-04-26 02:40:00,48,0
2018-04-26 02:48:00,24,12
2018-04-26 02:56:00,36,24
2018-04-26 03:04:00,25,25
2018-04-26 03:12:00,50,12
2018-04-26 03:20:00,49,25
2018-04-26 03:28:00,50,12
2018-04-26 03:36:00,37,12
2018-04-26 03:44:00,12,0
2018-04-26 03:52:00,50,13
2018-04-26 04:00:00,89,0
2018-04-26 04:08:00,26,0
2018-04-26 04:16:00,13,13
2018-04-26 04:24:00,13,0
2018-04-26 04:32:00,38,13
2018-04-26 04:40:00,62,12
2018-04-26 04:48:00,100,12
2018-04-26 04:56:00,25,0
2018-04-26 05:04:00,61,49
2018-04-26 05:12:00,48,24
2018-04-26 05:20:00,36,48
2018-04-26 05:28:00,24,12
2018-04-26 05:36:00,35,47
2018-04-26 05:44:00,35,12
2018-04-26 05:52:00,46,23
2018-04-26 06:00:00,34,11
2018-04-26 06:08:00,34,11
2018-04-26 06:16:00,56,0
2018-04-26 06:24:00,44,22
2018-04-26 06:32:00,21,11
2018-04-26 06:40:00,64,0
2018-04-26 06:48:00,53,11
2018-04-26 06:56:00,61,0
2018-04-26 07:04:00,10,0
2018-04-26 07:12:00,21,20
2018-04-26 07:20:00,31,52
2018-04-26 07:28:00,31,10
2018-04-26 07:36:00,71,0
2018-04-26 07:44:00,39,0
2018-04-26 07:52:00,50,10
2018-04-26 08:00:00,30,0
2018-04-26 08:08:00,49,0
2018-04-26 08:16:00,77,19
2018-04-26 08:24:00,29,10
2018-04-26 08:32:00,29,29
2018-04-26 08:40:00,10,10
2018-04-26 08:48:00,76,28
2018-04-26 08:56:00,38,0
2018-04-26 09:04:00,58,10
2018-04-26 09:12:00,19,19
2018-04-26 09:20:00,18,9
2018-04-26 09:28:00,65,18
2018-04-26 09:36:00,46,18
2018-04-26 09:44:00,28,18
2018-04-26 09:52:00,37,27
2018-04-26 10:00:00,28,18
2018-04-26 10:08:00,27,9
2018-04-26 10:16:00,27,18
2018-04-26 10:24:00,36,9
2018-04-26 10:32:00,36,9
2018-04-26 10:40:00,17,9
2018-04-26 10:48:00,26,26
2018-04-26 10:56:00,26,9
2018-04-26 11:04:00,17,0
2018-04-26 11:12:00,41,8
2018-04-26 11:20:00,25,8
2018-04-26 11:28:00,32,16
2018-04-26 11:36:00,32,16
2018-04-26 11:44:00,55,31
2018-04-26 11:52:00,54,23
2018-04-26 12:00:00,16,8
2018-04-26 12:08:00,31,15
2018-04-26 12:16:00,60,0
2018-04-26 12:24:00,44,22
2018-04-26 12:32:00,22,7
2018-04-26 12:40:00,29,21
2018-04-26 12:48:00,28,14
2018-04-26 12:56:00,56,21
2018-04-26 13:04:00,84,7
2018-04-26 13:12:00,35,28
2018-04-26 13:20:00,14,0
2018-04-26 13:28:00,27,20
2018-04-26 13:36:00,54,14
2018-04-26 13:44:00,33,20
2018-04-26 13:52:00,7,20
2018-04-26 14:00:00,54,13
2018-04-26 14:08:00,34,27
2018-04-26 14:16:00,34,13
2018-04-26 14:24:00,20,13
2018-04-26 14:32:00,27,13
2018-04-26 14:40:00,40,26
2018-04-26 14:48:00,40,20
2018-04-26 14:56:00,13,26
2018-04-26 15:04:00,40,0
2018-04-26 15:12:00,67,7
2018-04-26 15:20:00,41,20
2018-04-26 15:28:00,34,7
2018-04-26 15:36:00,28,21
2018-04-26 15:44:00,27,7
2018-04-26 15:52:00,62,20
2018-04-26 16:00:00,28,28
2018-04-26 16:08:00,56,14
2018-04-26 16:16:00,42,35
2018-04-26 16:24:00,21,7
2018-04-26 16:32:00,50,7
2018-04-26 16:40:00,28,0
2018-04-26 16:48:00,28,7
2018-04-26 16:56:00,50,28
2018-04-26 17:04:00,29,7
2018-04-26 17:12:00,29,7
2018-04-26 17:20:00,51,7
2018-04-26 17:28:00,44,7
2018-04-26 17:36:00,15,0
2018-04-26 17:44:00,43,14
2018-04-26 17:52:00,44,7
2018-04-26 18:00:00,51,0
2018-04-26 18:08:00,51,7
2018-04-26 18:16:00,30,37
2018-04-26 18:24:00,30,7
2018-04-26 18:32:00,30,15
2018-04-26 18:40:00,30,0
2018-04-26 18:48:00,0,15
2018-04-26 18:56:00,23,0
2018-04-26 19:04:00,23,0
2018-04-26 19:12:00,77,15
2018-04-26 19:20:00,8,15
2018-04-26 19:28:00,38,0
2018-04-26 19:36:00,38,0
2018-04-26 19:44:00,47,8
2018-04-26 19:52:00,47,16
2018-04-26 20:00:00,8,16
2018-04-26 20:08:00,90,24
2018-04-26 20:16:00,33,16
2018-04-26 20:24:00,34,8
2018-04-26 20:32:00,67,0
2018-04-26 20:40:00,17,26
2018-04-26 20:48:00,62,0
2018-04-26 20:56:00,36,36
2018-04-26 21:04:00,66,47
2018-04-26 21:12:00,39,19
2018-04-26 21:20:00,20,20
2018-04-26 21:28:00,51,10
2018-04-26 21:36:00,52,31
2018-04-26 21:44:00,42,21
2018-04-26 21:52:00,43,11
2018-04-26 22:00:00,22,11
2018-04-26 22:08:00,68,11
2018-04-26 22:16:00,35,12
2018-04-26 22:24:00,23,0
2018-04-26 22:32:00,59,12
2018-04-26 22:40:00,60,0
2018-04-26 22:48:00,73,24
2018-04-26 22:56:00,49,12
2018-04-26 23:04:00,62,0
2018-04-26 23:12:00,50,12
2018-04-26 23:20:00,38,38
2018-04-26 23:28:00,50,25
2018-04-26 23:36:00,51,0
2018-04-26 23:44:00,38,13
2018-04-26 23:52:00,25,25
2018-04-27 00:00:00,50,0
2018-04-27 00:00:00,44,0
2018-04-27 00:08:00,32,21
2018-04-27 00:16:00,43,21
2018-04-27 00:24:00,21,10
2018-04-27 00:32:00,11,10
2018-04-27 00:40:00,43,0
2018-04-27 00:48:00,21,31
2018-04-27 00:56:00,32,21
2018-04-27 01:04:00,42,20
2018-04-27 01:12:00,42,0
2018-04-27 01:20:00,21,0
2018-04-27 01:28:00,31,10
2018-04-27 01:36:00,21,20
2018-04-27 01:44:00,11,0
2018-04-27 01:52:00,21,31
2018-04-27 02:00:00,32,0
2018-04-27 02:08:00,21,0
2018-04-27 02:16:00,22,10
2018-04-27 02:24:00,11,21
2018-04-27 02:32:00,22,0
2018-04-27 02:40:00,11,21
2018-04-27 02:48:00,33,11
2018-04-27 02:56:00,45,0
2018-04-27 03:04:00,11,11
2018-04-27 03:12:00,0,11
2018-04-27 03:20:00,0,0
2018-04-27 03:28:00,45,11
2018-04-27 03:36:00,34,11
2018-04-27 03:44:00,23,11
2018-04-27 03:52:00,58,11
2018-04-27 04:00:00,46,0
2018-04-27 04:08:00,47,11
2018-04-27 04:16:00,47,11
2018-04-27 04:24:00,0,11
2018-04-27 04:32:00,35,11
2018-04-27 04:40:00,12,22
2018-04-27 04:48:00,11,0
2018-04-27 04:56:00,34,11
2018-04-27 05:04:00,68,0
2018-04-27 05:12:00,33,0
2018-04-27 05:20:00,33,21
2018-04-27 05:28:00,43,0
2018-04-27 05:36:00,21,10
2018-04-27 05:44:00,53,31
2018-04-27 05:52:00,31,10
2018-04-27 06:00:00,51,10
2018-04-27 06:08:00,20,10
2018-04-27 06:16:00,40,0
2018-04-27 06:24:00,49,0
2018-04-27 06:32:00,30,0
2018-04-27 06:40:00,0,19
2018-04-27 06:48:00,67,9
2018-04-27 06:56:00,9,27
2018-04-27 07:04:00,55,0
2018-04-27 07:12:00,27,9
2018-04-27 07:20:00,0,9
2018-04-27 07:28:00,18,0
2018-04-27 07:36:00,46,9
2018-04-27 07:44:00,100,9
2018-04-27 07:52:00,9,9
2018-04-27 08:00:00,55,0
2018-04-27 08:08:00,63,9
2018-04-27 08:16:00,45,0
2018-04-27 08:24:00,27,9
2018-04-27 08:32:00,27,17
2018-04-27 08:40:00,35,8
2018-04-27 08:48:00,43,17
2018-04-27 08:56:00,35,8
2018-04-27 09:04:00,17,25
2018-04-27 09:12:00,35,0
2018-04-27 09:20:00,26,0
2018-04-27 09:28:00,25,8
2018-04-27 09:36:00,42,8
2018-04-27 09:44:00,51,25
2018-04-27 09:52:00,33,0
2018-04-27 10:00:00,43,17
2018-04-27 10:08:00,59,24
2018-04-27 10:16:00,25,0
2018-04-27 10:24:00,58,16
2018-04-27 10:32:00,33,16
2018-04-27 10:40:00,48,16
2018-04-27 10:48:00,39,0
2018-04-27 10:56:00,15,7
2018-04-27 11:04:00,47,8
2018-04-27 11:12:00,38,22
2018-04-27 11:20:00,44,14
2018-04-27 11:28:00,51,7
2018-04-27 11:36:00,22,14
2018-04-27 11:44:00,22,0
2018-04-27 11:52:00,22,0
2018-04-27 12:00:00,21,14
2018-04-27 12:08:00,35,0
2018-04-27 12:16:00,28,20
2018-04-27 12:24:00,21,20
2018-04-27 12:32:00,14,13
2018-04-27 12:40:00,47,7
2018-04-27 12:48:00,13,6
2018-04-27 12:56:00,13,6
2018-04-27 13:04:00,32,6
2018-04-27 13:12:00,58,19
2018-04-27 13:20:00,38,6
2018-04-27 13:28:00,19,0
2018-04-27 13:36:00,6,6
2018-04-27 13:44:00,67,41
2018-04-27 13:52:00,43,12
2018-04-27 14:00:00,6,6
2018-04-27 14:08:00,31,12
2018-04-27 14:16:00,48,23
2018-04-27 14:24:00,24,6
2018-04-27 14:32:00,37,0
2018-04-27 14:40:00,37,12
2018-04-27 14:48:00,49,0
2018-04-27 14:56:00,37,18
2018-04-27 15:04:00,37,0
2018-04-27 15:12:00,37,24
2018-04-27 15:20:00,31,6
2018-04-27 15:28:00,25,12
2018-04-27 15:36:00,31,12
2018-04-27 15:44:00,31,6
2018-04-27 15:52:00,19,12
2018-04-27 16:00:00,44,31
2018-04-27 16:08:00,19,0
2018-04-27 16:16:00,19,12
2018-04-27 16:24:00,70,6
2018-04-27 16:32:00,13,19
2018-04-27 16:40:00,26,12
2018-04-27 16:48:00,19,12
2018-04-27 16:56:00,13,0
2018-04-27 17:04:00,20,6
2018-04-27 17:12:00,46,6
2018-04-27 17:20:00,7,13
2018-04-27 17:28:00,27,19
2018-04-27 17:36:00,26,0
2018-04-27 17:44:00,34,26
2018-04-27 17:52:00,20,13
2018-04-27 18:00:00,33,6
2018-04-27 18:08:00,70,14
2018-04-27 18:16:00,14,7
2018-04-27 18:24:00,49,7
2018-04-27 18:32:00,28,14
2018-04-27 18:40:00,35,7
2018-04-27 18:48:00,35,7
2018-04-27 18:56:00,28,14
2018-04-27 19:04:00,43,7
2018-04-27 19:12:00,21,7
2018-04-27 19:20:00,14,7
2018-04-27 19:28:00,58,14
2018-04-27 19:36:00,29,7
2018-04-27 19:44:00,15,0
2018-04-27 19:52:00,38,7
2018-04-27 20:00:00,23,15
2018-04-27 20:08:00,8,0
2018-04-27 20:16:00,31,0
2018-04-27 20:24:00,0,8
2018-04-27 20:32:00,49,8
2018-04-27 20:40:00,24,24
2018-04-27 20:48:00,57,8
2018-04-27 20:56:00,42,16
2018-04-27 21:04:00,17,17
2018-04-27 21:12:00,36,17
2018-04-27 21:20:00,45,9
2018-04-27 21:28:00,64,0
2018-04-27 21:36:00,28,18
2018-04-27 21:44:00,47,9
2018-04-27 21:52:00,10,0
2018-04-27 22:00:00,30,19
2018-04-27 22:08:00,10,10
2018-04-27 22:16:00,51,0
2018-04-27 22:24:00,10,20
2018-04-27 22:32:00,11,0
2018-04-27 22:40:00,11,11
2018-04-27 22:48:00,22,21
2018-04-27 22:56:00,55,0
2018-04-27 23:04:00,0,0
2018-04-27 23:12:00,46,22
2018-04-27 23:20:00,46,22
2018-04-27 23:28:00,23,0
2018-04-27 23:36:00,23,0
2018-04-27 23:44:00,12,0
2018-04-27 23:52:00,23,22
2018-04-28 00:00:00,47,0
2018-04-28 00:00:00,64,0
2018-04-28 00:08:00,47,0
2018-04-28 00:16:00,0,15
2018-04-28 00:24:00,0,15
2018-04-28 00:32:00,0,0
2018-04-28 00:40:00,0,44
2018-04-28 00:48:00,16,14
2018-04-28 00:56:00,16,58
2018-04-28 01:04:00,62,0
2018-04-28 01:12:00,0,0
2018-04-28 01:20:00,15,0
2018-04-28 01:28:00,46,14
2018-04-28 01:36:00,16,14
2018-04-28 01:44:00,31,14
2018-04-28 01:52:00,16,29
2018-04-28 02:00:00,15,0
2018-04-28 02:08:00,31,15
2018-04-28 02:16:00,15,14
2018-04-28 02:24:00,31,15
2018-04-28 02:32:00,47,0
2018-04-28 02:40:00,47,0
2018-04-28 02:48:00,16,29
2018-04-28 02:56:00,16,0
2018-04-28 03:04:00,48,0
2018-04-28 03:12:00,0,0
2018-04-28 03:20:00,16,30
2018-04-28 03:28:00,0,30
2018-04-28 03:36:00,0,0
2018-04-28 03:44:00,33,0
2018-04-28 03:52:00,48,15
2018-04-28 04:00:00,17,0
2018-04-28 04:08:00,17,0
2018-04-28 04:16:00,50,16
2018-04-28 04:24:00,100,31
2018-04-28 04:32:00,17,0
2018-04-28 04:40:00,50,16
2018-04-28 04:48:00,67,16
2018-04-28 04:56:00,49,15
2018-04-28 05:04:00,16,15
2018-04-28 05:12:00,32,0
2018-04-28 05:20:00,64,15
2018-04-28 05:28:00,16,0
2018-04-28 05:36:00,32,29
2018-04-28 05:44:00,47,29
2018-04-28 05:52:00,16,15
2018-04-28 06:00:00,15,14
2018-04-28 06:08:00,15,14
2018-04-28 06:16:00,45,14
2018-04-28 06:24:00,30,28
2018-04-28 06:32:00,15,0
2018-04-28 06:40:00,14,0
2018-04-28 06:48:00,28,0
2018-04-28 06:56:00,56,0
2018-04-28 07:04:00,14,0
2018-04-28 07:12:00,14,13
2018-04-28 07:20:00,42,0
2018-04-28 07:28:00,42,13
2018-04-28 07:36:00,14,26
2018-04-28 07:44:00,14,13
2018-04-28 07:52:00,41,0
2018-04-28 08:00:00,27,26
2018-04-28 08:08:00,27,13
2018-04-28 08:16:00,0,13
2018-04-28 08:24:00,14,0
2018-04-28 08:32:00,40,0
2018-04-28 08:40:00,53,25
2018-04-28 08:48:00,14,0
2018-04-28 08:56:00,13,12
2018-04-28 09:04:00,13,13
2018-04-28 09:12:00,27,0
2018-04-28 09:20:00,40,12
2018-04-28 09:28:00,53,0
2018-04-28 09:36:00,26,12
2018-04-28 09:44:00,26,0
2018-04-28 09:52:00,26,12
2018-04-28 10:00:00,13,0
2018-04-28 10:08:00,39,0
2018-04-28 10:16:00,38,23
2018-04-28 10:24:00,26,0
2018-04-28 10:32:00,51,12
2018-04-28 10:40:00,37,12
2018-04-28 10:48:00,37,23
2018-04-28 10:56:00,99,23
2018-04-28 11:04:00,25,34
2018-04-28 11:12:00,59,0
2018-04-28 11:20:00,0,0
2018-04-28 11:28:00,12,21
2018-04-28 11:36:00,34,0
2018-04-28 11:44:00,23,11
2018-04-28 11:52:00,22,10
2018-04-28 12:00:00,34,10
2018-04-28 12:08:00,11,0
2018-04-28 12:16:00,22,0
2018-04-28 12:24:00,22,20
2018-04-28 12:32:00,43,10
2018-04-28 12:40:00,32,0
2018-04-28 12:48:00,10,29
2018-04-28 12:56:00,0,0
2018-04-28 13:04:00,52,48
2018-04-28 13:12:00,42,10
2018-04-28 13:20:00,50,19
2018-04-28 13:28:00,20,19
2018-04-28 13:36:00,20,9
2018-04-28 13:44:00,30,0
2018-04-28 13:52:00,30,0
2018-04-28 14:00:00,30,0
2018-04-28 14:08:00,48,27
2018-04-28 14:16:00,58,0
2018-04-28 14:24:00,0,9
2018-04-28 14:32:00,19,0
2018-04-28 14:40:00,10,9
2018-04-28 14:48:00,29,0
2018-04-28 14:56:00,19,27
2018-04-28 15:04:00,29,9
2018-04-28 15:12:00,38,9
2018-04-28 15:20:00,0,18
2018-04-28 15:28:00,9,0
2018-04-28 15:36:00,48,0
2018-04-28 15:44:00,19,9
2018-04-28 15:52:00,19,27
2018-04-28 16:00:00,28,0
2018-04-28 16:08:00,38,9
2018-04-28 16:16:00,19,0
2018-04-28 16:24:00,47,18
2018-04-28 16:32:00,29,0
2018-04-28 16:40:00,19,0
2018-04-28 16:48:00,29,27
2018-04-28 16:56:00,19,0
2018-04-28 17:04:00,39,9
2018-04-28 17:12:00,29,9
2018-04-28 17:20:00,0,9
2018-04-28 17:28:00,49,18
2018-04-28 17:36:00,10,18
2018-04-28 17:44:00,40,18
2018-04-28 17:52:00,40,0
2018-04-28 18:00:00,30,28
2018-04-28 18:08:00,0,0
2018-04-28 18:16:00,10,9
2018-04-28 18:24:00,31,10
2018-04-28 18:32:00,31,19
2018-04-28 18:40:00,0,10
2018-04-28 18:48:00,62,0
2018-04-28 18:56:00,21,10
2018-04-28 19:04:00,53,20
2018-04-28 19:12:00,32,0
2018-04-28 19:20:00,43,20
2018-04-28 19:28:00,22,10
2018-04-28 19:36:00,43,30
2018-04-28 19:44:00,33,10
2018-04-28 19:52:00,0,10
2018-04-28 20:00:00,33,0
2018-04-28 20:08:00,22,20
2018-04-28 20:16:00,68,0
2018-04-28 20:24:00,0,22
2018-04-28 20:32:00,47,11
2018-04-28 20:40:00,36,11
2018-04-28 20:48:00,0,22
2018-04-28 20:56:00,49,11
2018-04-28 21:04:00,50,12
2018-04-28 21:12:00,0,24
2018-04-28 21:20:00,52,24
2018-04-28 21:28:00,26,24
2018-04-28 21:36:00,40,0
2018-04-28 21:44:00,40,0
2018-04-28 21:52:00,28,0
2018-04-28 22:00:00,0,13
2018-04-28 22:08:00,28,0
2018-04-28 22:16:00,29,40
2018-04-28 22:24:00,0,0
2018-04-28 22:32:00,0,0
2018-04-28 22:40:00,15,28
2018-04-28 22:48:00,46,0
2018-04-28 22:56:00,31,14
2018-04-28 23:04:00,47,0
2018-04-28 23:12:00,16,29
2018-04-28 23:20:00,64,45
2018-04-28 23:28:00,32,0
2018-04-28 23:36:00,65,0
2018-04-28 23:44:00,0,15
2018-04-28 23:52:00,65,15
2018-04-29 00:00:00,49,30
2018-04-29 00:00:00,42,26
2018-04-29 00:08:00,14,0
2018-04-29 00:16:00,28,14
2018-04-29 00:24:00,0,0
2018-04-29 00:32:00,14,14
2018-04-29 00:40:00,14,0
2018-04-29 00:48:00,41,0
2018-04-29 00:56:00,0,27
2018-04-29 01:04:00,42,14
2018-04-29 01:12:00,42,14
2018-04-29 01:20:00,14,0
2018-04-29 01:28:00,28,0
2018-04-29 01:36:00,68,13
2018-04-29 01:44:00,56,14
2018-04-29 01:52:00,41,0
2018-04-29 02:00:00,0,0
2018-04-29 02:08:00,14,13
2018-04-29 02:16:00,42,0
2018-04-29 02:24:00,14,0
2018-04-29 02:32:00,14,14
2018-04-29 02:40:00,70,0
2018-04-29 02:48:00,28,14
2018-04-29 02:56:00,56,27
2018-04-29 03:04:00,28,41
2018-04-29 03:12:00,28,0
2018-04-29 03:20:00,100,42
2018-04-29 03:28:00,14,0
2018-04-29 03:36:00,43,0
2018-04-29 03:44:00,0,0
2018-04-29 03:52:00,43,14
2018-04-29 04:00:00,0,14
2018-04-29 04:08:00,43,14
2018-04-29 04:16:00,0,14
2018-04-29 04:24:00,0,14
2018-04-29 04:32:00,14,0
2018-04-29 04:40:00,29,28
2018-04-29 04:48:00,43,0
2018-04-29 04:56:00,14,0
2018-04-29 05:04:00,0,0
2018-04-29 05:12:00,42,0
2018-04-29 05:20:00,14,14
2018-04-29 05:28:00,28,14
2018-04-29 05:36:00,42,14
2018-04-29 05:44:00,28,13
2018-04-29 05:52:00,27,0
2018-04-29 06:00:00,13,0
2018-04-29 06:08:00,52,0
2018-04-29 06:16:00,0,0
2018-04-29 06:24:00,38,25
2018-04-29 06:32:00,13,0
2018-04-29 06:40:00,25,12
2018-04-29 06:48:00,38,0
2018-04-29 06:56:00,12,0
2018-04-29 07:04:00,12,11
2018-04-29 07:12:00,23,11
2018-04-29 07:20:00,11,0
2018-04-29 07:28:00,70,11
2018-04-29 07:36:00,23,11
2018-04-29 07:44:00,45,0
2018-04-29 07:52:00,11,0
2018-04-29 08:00:00,23,0
2018-04-29 08:08:00,44,22
2018-04-29 08:16:00,11,11
2018-04-29 08:24:00,22,0
2018-04-29 08:32:00,22,11
2018-04-29 08:40:00,33,0
2018-04-29 08:48:00,44,11
2018-04-29 08:56:00,45,11
2018-04-29 09:04:00,55,22
2018-04-29 09:12:00,22,11
2018-04-29 09:20:00,54,0
2018-04-29 09:28:00,22,11
2018-04-29 09:36:00,22,0
2018-04-29 09:44:00,32,0
2018-04-29 09:52:00,44,11
2018-04-29 10:00:00,11,0
2018-04-29 10:08:00,11,0
2018-04-29 10:16:00,0,0
2018-04-29 10:24:00,32,21
2018-04-29 10:32:00,11,10
2018-04-29 10:40:00,42,0
2018-04-29 10:48:00,31,0
2018-04-29 10:56:00,21,0
2018-04-29 11:04:00,21,0
2018-04-29 11:12:00,30,20
2018-04-29 11:20:00,0,0
2018-04-29 11:28:00,10,10
2018-04-29 11:36:00,59,0
2018-04-29 11:44:00,38,9
2018-04-29 11:52:00,10,0
2018-04-29 12:00:00,0,18
2018-04-29 12:08:00,38,19
2018-04-29 12:16:00,9,9
2018-04-29 12:24:00,9,0
2018-04-29 12:32:00,28,9
2018-04-29 12:40:00,19,0
2018-04-29 12:48:00,27,9
2018-04-29 12:56:00,45,0
2018-04-29 13:04:00,18,0
2018-04-29 13:12:00,43,0
2018-04-29 13:20:00,26,8
2018-04-29 13:28:00,17,17
2018-04-29 13:36:00,17,17
2018-04-29 13:44:00,34,0
2018-04-29 13:52:00,25,8
2018-04-29 14:00:00,33,8
2018-04-29 14:08:00,41,8
2018-04-29 14:16:00,16,8
2018-04-29 14:24:00,16,8
2018-04-29 14:32:00,32,16
2018-04-29 14:40:00,24,8
2018-04-29 14:48:00,24,23
2018-04-29 14:56:00,24,0
2018-04-29 15:04:00,0,8
2018-04-29 15:12:00,24,8
2018-04-29 15:20:00,40,8
2018-04-29 15:28:00,32,0
2018-04-29 15:36:00,8,0
2018-04-29 15:44:00,32,0
2018-04-29 15:52:00,8,8
2018-04-29 16:00:00,8,8
2018-04-29 16:08:00,0,0
2018-04-29 16:16:00,24,8
2018-04-29 16:24:00,16,15
2018-04-29 16:32:00,8,8
2018-04-29 16:40:00,24,0
2018-04-29 16:48:00,16,0
2018-04-29 16:56:00,15,15
2018-04-29 17:04:00,8,8
2018-04-29 17:12:00,24,0
2018-04-29 17:20:00,24,15
2018-04-29 17:28:00,24,0
2018-04-29 17:36:00,40,0
2018-04-29 17:44:00,16,0
2018-04-29 17:52:00,32,23
2018-04-29 18:00:00,8,8
2018-04-29 18:08:00,24,8
2018-04-29 18:16:00,33,8
2018-04-29 18:24:00,33,0
2018-04-29 18:32:00,8,0
2018-04-29 18:40:00,41,0
2018-04-29 18:48:00,8,0
2018-04-29 18:56:00,8,0
2018-04-29 19:04:00,8,0
2018-04-29 19:12:00,17,0
2018-04-29 19:20:00,17,0
2018-04-29 19:28:00,35,8
2018-04-29 19:36:00,17,17
2018-04-29 19:44:00,26,8
2018-04-29 19:52:00,17,17
2018-04-29 20:00:00,18,9
2018-04-29 20:08:00,27,0
2018-04-29 20:16:00,37,9
2018-04-29 20:24:00,28,0
2018-04-29 20:32:00,9,18
2018-04-29 20:40:00,19,9
2018-04-29 20:48:00,38,0
2018-04-29 20:56:00,20,39
2018-04-29 21:04:00,20,10
2018-04-29 21:12:00,31,10
2018-04-29 21:20:00,42,10
2018-04-29 21:28:00,32,0
2018-04-29 21:36:00,44,21
2018-04-29 21:44:00,45,11
2018-04-29 21:52:00,69,89
2018-04-29 22:00:00,35,11
2018-04-29 22:08:00,59,11
2018-04-29 22:16:00,0,0
2018-04-29 22:24:00,49,0
2018-04-29 22:32:00,25,0
2018-04-29 22:40:00,0,0
2018-04-29 22:48:00,38,12
2018-04-29 22:56:00,25,25
2018-04-29 23:04:00,39,0
2018-04-29 23:12:00,39,25
2018-04-29 23:20:00,0,0
2018-04-29 23:28:00,13,0
2018-04-29 23:36:00,39,0
2018-04-29 23:44:00,39,0
2018-04-29 23:52:00,0,25
2018-04-30 00:00:00,0,13
2018-04-30 00:00:00,0,13
2018-04-30 00:08:00,39,0
2018-04-30 00:16:00,38,13
2018-04-30 00:24:00,62,0
2018-04-30 00:32:00,99,26
2018-04-30 00:40:00,25,0
2018-04-30 00:48:00,61,0
2018-04-30 00:56:00,24,0
2018-04-30 01:04:00,24,13
2018-04-30 01:12:00,0,0
2018-04-30 01:20:00,12,0
2018-04-30 01:28:00,36,25
2018-04-30 01:36:00,36,0
2018-04-30 01:44:00,24,25
2018-04-30 01:52:00,12,12
2018-04-30 02:00:00,48,0
2018-04-30 02:08:00,36,0
2018-04-30 02:16:00,12,37
2018-04-30 02:24:00,12,50
2018-04-30 02:32:00,36,12
2018-04-30 02:40:00,37,13
2018-04-30 02:48:00,0,25
2018-04-30 02:56:00,37,0
2018-04-30 03:04:00,49,0
2018-04-30 03:12:00,63,0
2018-04-30 03:20:00,0,26
2018-04-30 03:28:00,26,13
2018-04-30 03:36:00,13,0
2018-04-30 03:44:00,39,0
2018-04-30 03:52:00,26,0
2018-04-30 04:00:00,26,0
2018-04-30 04:08:00,39,27
2018-04-30 04:16:00,13,13
2018-04-30 04:24:00,52,0
2018-04-30 04:32:00,38,13
2018-04-30 04:40:00,13,13
2018-04-30 04:48:00,38,13
2018-04-30 04:56:00,50,39
2018-04-30 05:04:00,100,13
2018-04-30 05:12:00,49,25
2018-04-30 05:20:00,24,13
2018-04-30 05:28:00,24,0
2018-04-30 05:36:00,36,12
2018-04-30 05:44:00,23,24
2018-04-30 05:52:00,69,12
2018-04-30 06:00:00,34,12
2018-04-30 06:08:00,54,0
2018-04-30 06:16:00,22,11
2018-04-30 06:24:00,0,22
2018-04-30 06:32:00,21,11
2018-04-30 06:40:00,11,0
2018-04-30 06:48:00,41,0
2018-04-30 06:56:00,31,11
2018-04-30 07:04:00,50,21
2018-04-30 07:12:00,30,0
2018-04-30 07:20:00,60,21
2018-04-30 07:28:00,20,0
2018-04-30 07:36:00,50,41
