date,bitcoin,btc,etherium,etc,ripple,xrp,btcoin cash,bcc,eos.io,eos,litecoin,ltc,cardano,ada,str,iota,miota,tron,trx,tether usd,usd tether,usdt
2018-03-17 16:16:00,62,1,0,15,28,7,0,22,0,52,11,0,25,51,33,0,0,23,23,0,0,0
2018-03-17 16:24:00,57,4,0,15,21,0,0,0,0,0,22,0,0,0,16,22,0,0,0,0,0,0
2018-03-17 16:32:00,63,2,0,0,35,14,0,0,0,0,11,0,0,25,16,22,0,0,23,0,0,0
2018-03-17 16:40:00,57,3,0,0,35,14,0,0,0,52,22,0,0,0,0,22,0,23,0,0,0,0
2018-03-17 16:48:00,45,1,0,15,21,7,0,0,0,0,54,0,0,0,49,22,22,23,0,0,0,0
2018-03-17 16:56:00,44,3,0,0,7,7,0,0,0,0,33,0,0,0,50,0,0,23,0,0,0,0
2018-03-17 17:04:00,66,5,15,0,42,7,0,22,0,26,33,0,0,26,0,22,0,23,0,0,0,0
2018-03-17 17:12:00,47,6,0,15,28,0,0,0,0,53,11,0,0,0,0,0,0,0,0,0,0,0
2018-03-17 17:20:00,53,1,0,15,29,0,0,0,0,53,45,0,0,0,17,0,0,0,0,0,0,0
2018-03-17 17:28:00,50,0,0,15,58,7,0,0,0,0,23,0,26,26,0,23,0,0,0,0,0,0
2018-03-17 17:36:00,57,5,0,0,7,15,0,22,0,27,45,11,0,0,0,23,0,0,0,0,0,0
2018-03-17 17:44:00,63,2,0,31,22,15,0,0,0,27,68,0,26,26,0,0,0,0,0,0,0,0
2018-03-17 17:52:00,44,1,0,0,37,7,0,0,0,0,11,0,0,53,17,69,0,0,24,0,0,0
2018-03-17 18:00:00,59,4,16,31,30,7,0,0,0,27,0,0,0,27,17,0,0,24,0,0,0,0
2018-03-17 18:08:00,71,4,0,0,15,23,0,0,0,0,23,12,0,0,18,0,0,0,25,0,0,0
2018-03-17 18:16:00,62,1,0,32,23,0,0,23,0,28,23,0,0,0,18,0,0,0,0,0,0,0
2018-03-17 18:24:00,63,2,0,32,30,0,0,0,0,0,12,0,0,0,18,0,0,0,0,0,0,0
2018-03-17 18:32:00,48,1,0,0,23,0,0,24,0,57,12,12,0,0,18,24,0,25,0,0,0,60
2018-03-17 18:40:00,67,1,0,16,39,15,0,0,0,0,12,0,0,0,18,0,0,25,25,0,0,0
2018-03-17 18:48:00,54,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-17 18:56:00,69,0,0,0,55,8,0,0,0,29,49,0,0,0,55,0,0,0,0,0,0,0
2018-03-17 19:04:00,48,5,0,0,16,8,0,24,0,29,12,0,0,0,0,0,0,26,0,0,0,0
2018-03-17 19:12:00,60,2,0,0,16,8,0,0,0,0,37,0,29,0,0,25,0,0,0,0,0,0
2018-03-17 19:20:00,62,2,0,0,24,0,0,0,0,0,37,0,0,29,0,0,0,0,0,0,0,62
2018-03-17 19:28:00,65,7,0,17,32,16,0,0,0,0,63,0,29,29,19,26,0,0,0,0,0,0
2018-03-17 19:36:00,75,3,0,0,32,0,0,0,0,30,25,0,0,29,0,26,0,27,0,0,0,0
2018-03-17 19:44:00,59,1,0,17,8,0,0,0,0,30,25,0,30,30,19,0,0,27,27,0,0,0
2018-03-17 19:52:00,60,1,35,0,25,8,0,0,0,0,13,13,30,0,39,52,0,27,0,0,0,0
2018-03-17 20:00:00,58,1,0,0,25,8,0,26,0,31,39,0,0,30,39,26,0,0,0,0,0,0
2018-03-17 20:08:00,64,2,0,18,25,8,0,26,0,0,52,0,0,61,20,0,0,0,0,0,0,0
2018-03-17 20:16:00,66,1,0,0,34,17,0,0,0,31,40,13,0,0,0,0,0,28,56,0,0,0
2018-03-17 20:24:00,54,4,36,0,0,9,0,0,0,0,67,0,0,0,0,27,0,28,28,0,0,0
2018-03-17 20:32:00,79,3,18,0,26,0,0,0,0,0,27,0,31,0,40,27,0,0,0,0,0,0
2018-03-17 20:40:00,85,2,0,0,26,9,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
2018-03-17 20:48:00,75,3,0,18,61,17,0,0,0,0,81,14,0,0,0,55,0,86,0,0,0,0
2018-03-17 20:56:00,58,5,0,19,0,9,0,0,0,33,41,0,0,0,41,0,0,0,0,0,0,0
2018-03-17 21:04:00,51,2,0,38,45,0,0,0,0,0,98,0,33,0,0,0,0,29,0,0,0,0
2018-03-17 21:12:00,63,2,0,0,9,0,0,0,0,0,28,0,0,33,0,29,0,0,0,0,0,0
2018-03-17 21:20:00,83,1,20,0,28,18,0,0,0,0,43,0,0,0,22,0,0,0,0,0,0,0
2018-03-17 21:28:00,47,0,0,0,18,0,0,0,0,0,58,0,0,0,43,0,0,0,0,0,0,0
2018-03-17 21:36:00,60,5,0,0,28,19,0,0,0,34,29,0,0,34,22,0,0,0,0,0,0,0
2018-03-17 21:44:00,62,5,0,0,0,9,0,0,0,0,15,15,0,0,22,0,0,31,0,0,0,0
2018-03-17 21:52:00,49,3,0,0,48,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
2018-03-17 22:00:00,49,3,0,0,29,19,0,0,0,72,61,0,0,0,0,31,0,0,32,0,0,0
2018-03-17 22:08:00,71,1,21,21,0,0,0,0,0,0,31,0,0,72,0,63,0,0,0,0,0,0
2018-03-17 22:16:00,75,6,0,0,60,0,0,0,0,37,16,16,0,0,0,0,0,0,0,0,0,0
2018-03-17 22:24:00,51,0,0,0,51,0,0,0,0,0,47,0,0,37,0,0,0,0,0,0,0,0
2018-03-17 22:32:00,60,1,0,0,41,10,0,0,0,0,32,0,0,0,0,0,0,34,0,0,0,0
2018-03-17 22:40:00,60,5,0,0,10,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2018-03-17 22:48:00,70,0,0,0,21,0,0,0,0,0,16,0,0,38,0,100,0,0,35,0,0,0
2018-03-17 22:56:00,72,1,23,0,11,11,0,0,0,0,100,0,0,39,0,34,0,0,0,0,0,0
2018-03-17 23:04:00,61,4,0,23,44,11,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
2018-03-17 23:12:00,51,0,0,47,44,0,0,0,0,41,17,17,0,40,0,35,0,72,0,0,0,0
2018-03-17 23:20:00,81,1,0,0,100,22,0,0,0,41,0,0,0,0,0,35,0,0,0,0,0,0
2018-03-17 23:28:00,57,1,0,0,56,0,0,0,0,0,18,0,82,0,0,0,0,37,0,0,0,0
2018-03-17 23:36:00,66,1,0,0,11,11,0,0,0,0,53,0,0,41,27,0,0,0,0,0,0,0
2018-03-17 23:44:00,58,0,0,24,57,11,0,0,0,0,18,0,83,83,0,0,0,0,0,0,0,89
2018-03-17 23:52:00,63,4,0,0,35,35,0,0,0,0,54,0,0,42,0,37,0,0,38,0,0,0
2018-03-18 00:00:00,56,2,0,0,23,23,0,0,0,0,18,0,42,85,0,74,0,0,0,0,0,0
2018-03-18 00:00:00,49,1,0,0,23,23,0,0,0,0,14,0,31,62,0,60,0,0,0,0,0,0
2018-03-18 00:08:00,71,3,0,0,46,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0
2018-03-18 00:16:00,48,3,0,0,46,0,0,0,0,0,41,0,31,31,0,0,0,0,0,0,0,0
2018-03-18 00:24:00,62,3,0,31,70,0,0,0,0,0,56,0,0,94,0,0,0,0,0,0,0,0
2018-03-18 00:32:00,60,1,0,62,12,0,0,0,0,0,28,0,0,32,0,0,0,0,0,0,0,0
2018-03-18 00:40:00,76,1,0,0,70,35,0,39,0,43,14,0,0,31,58,0,0,36,0,0,0,0
2018-03-18 00:48:00,71,7,0,0,35,0,0,40,0,0,28,0,32,32,0,31,0,0,0,0,0,0
2018-03-18 00:56:00,75,4,0,0,35,12,0,0,0,86,42,0,0,0,0,0,0,37,0,0,0,0
2018-03-18 01:04:00,70,3,31,0,35,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
2018-03-18 01:12:00,73,4,0,0,12,0,0,0,0,0,28,14,0,32,0,0,0,0,37,0,0,0
2018-03-18 01:20:00,55,4,0,0,24,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,89
2018-03-18 01:28:00,60,5,0,31,0,0,0,40,0,43,14,0,0,0,0,0,0,74,37,0,0,0
2018-03-18 01:36:00,58,3,0,63,47,12,0,0,0,0,28,0,0,0,0,31,0,0,0,0,0,0
2018-03-18 01:44:00,68,3,0,63,24,24,0,0,0,87,71,0,0,0,0,0,0,37,0,0,0,0
2018-03-18 01:52:00,56,4,0,0,36,24,0,0,0,44,28,0,0,32,0,0,0,0,37,0,0,0
2018-03-18 02:00:00,75,4,0,0,48,12,0,0,0,44,43,0,0,0,0,0,0,0,0,0,0,0
2018-03-18 02:08:00,59,3,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
2018-03-18 02:16:00,78,0,32,0,60,24,0,41,0,0,14,0,0,64,0,0,0,0,0,0,0,0
2018-03-18 02:24:00,70,1,0,0,0,24,0,0,0,0,43,14,32,0,0,0,0,0,0,0,0,0
2018-03-18 02:32:00,72,1,0,0,36,0,0,0,0,45,29,14,0,0,0,0,0,0,0,0,0,0
2018-03-18 02:40:00,75,3,65,0,12,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0
2018-03-18 02:48:00,72,3,0,0,49,25,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
2018-03-18 02:56:00,85,4,0,0,12,25,0,0,0,46,0,0,0,33,0,0,0,0,0,0,0,0
2018-03-18 03:04:00,65,3,0,0,50,0,0,0,0,91,30,0,33,0,0,0,0,39,0,0,0,0
2018-03-18 03:12:00,89,3,0,100,100,25,0,0,46,46,75,0,34,0,0,0,0,0,0,0,0,94
2018-03-18 03:20:00,67,9,0,0,13,0,0,43,0,0,45,0,0,34,0,33,0,0,0,0,0,0
2018-03-18 03:28:00,83,0,34,0,51,0,0,0,0,0,61,0,34,0,0,0,0,0,0,0,0,0
2018-03-18 03:36:00,81,1,0,0,39,0,0,0,0,0,15,0,0,35,0,0,0,0,0,0,0,0
2018-03-18 03:44:00,54,6,0,0,26,13,0,0,0,0,31,0,35,35,65,34,0,0,0,0,0,0
2018-03-18 03:52:00,57,3,0,0,13,0,0,0,0,0,31,0,0,35,0,0,0,0,0,0,0,0
2018-03-18 04:00:00,63,9,0,35,26,13,0,0,0,48,47,0,0,0,0,0,0,0,41,0,0,0
2018-03-18 04:08:00,71,3,0,35,13,13,0,0,0,0,32,0,0,36,0,0,0,0,0,0,0,0
2018-03-18 04:16:00,67,2,0,0,27,0,0,0,0,49,32,0,0,0,0,0,0,0,0,0,0,0
2018-03-18 04:24:00,79,3,0,36,13,13,0,0,0,0,16,16,0,0,0,0,0,0,0,100,100,100
2018-03-18 04:32:00,77,8,0,0,40,13,0,0,0,99,0,0,0,0,68,0,0,42,0,0,0,0
2018-03-18 04:40:00,69,5,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0
2018-03-18 04:48:00,72,5,36,0,81,14,0,0,0,99,48,0,36,0,0,0,0,85,42,0,0,0
2018-03-18 04:56:00,83,5,0,0,27,0,0,0,0,99,16,0,0,37,0,0,0,0,0,0,0,0
2018-03-18 05:04:00,51,3,0,0,41,0,0,0,0,0,49,0,0,0,68,0,0,0,0,0,0,0
2018-03-18 05:12:00,71,2,0,0,55,14,0,46,0,0,16,0,37,74,0,0,0,0,0,0,0,0
2018-03-18 05:20:00,84,14,0,0,54,14,0,0,0,100,49,0,0,0,0,36,0,0,0,0,0,0
2018-03-18 05:28:00,65,2,0,36,27,14,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0
2018-03-18 05:36:00,66,3,0,72,27,27,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0
2018-03-18 05:44:00,74,2,36,0,54,13,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0
2018-03-18 05:52:00,81,3,36,36,67,0,0,0,0,0,32,16,0,0,0,0,0,42,0,0,0,0
2018-03-18 06:00:00,63,3,0,0,40,13,0,0,0,0,48,0,0,0,0,70,0,0,0,0,0,0
2018-03-18 06:08:00,69,6,0,35,66,26,0,0,0,0,16,0,0,35,0,34,0,41,0,0,0,0
2018-03-18 06:16:00,38,2,0,69,65,26,0,0,0,0,77,0,0,35,65,0,0,41,0,0,0,0
2018-03-18 06:24:00,55,7,34,0,26,0,0,0,0,0,0,15,35,70,65,34,0,0,0,0,0,0
2018-03-18 06:32:00,67,4,0,0,64,13,0,0,0,47,15,0,0,0,0,33,0,0,0,0,0,0
2018-03-18 06:40:00,61,1,33,0,75,0,0,43,0,92,30,0,0,34,63,0,0,0,0,0,0,0
2018-03-18 06:48:00,62,4,0,33,62,12,0,0,0,0,44,0,0,100,0,32,0,0,0,0,0,0
2018-03-18 06:56:00,56,3,0,0,24,12,0,0,0,0,14,0,0,0,0,31,0,0,0,0,0,0
2018-03-18 07:04:00,48,1,0,0,0,23,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
2018-03-18 07:12:00,51,3,0,63,0,0,0,40,0,0,14,0,0,32,0,0,0,0,0,0,0,0
2018-03-18 07:20:00,60,1,0,0,12,12,0,0,0,0,14,0,31,63,0,30,0,0,36,0,0,0
2018-03-18 07:28:00,48,4,31,31,35,12,0,0,0,42,14,0,0,62,0,30,0,0,0,0,0,0
2018-03-18 07:36:00,62,1,0,0,23,0,0,77,0,0,41,0,0,31,0,30,30,0,0,0,0,0
2018-03-18 07:44:00,48,1,30,0,34,0,0,38,0,41,13,0,0,30,0,88,0,0,0,0,0,0
2018-03-18 07:52:00,51,1,0,0,44,0,0,0,0,0,26,0,0,0,55,0,0,0,0,0,0,0
2018-03-18 08:00:00,52,0,0,29,22,22,0,0,0,0,26,0,0,29,0,0,0,0,0,0,0,0
2018-03-18 08:08:00,41,4,0,0,0,0,0,73,0,0,0,26,0,0,54,0,0,0,34,0,0,0
2018-03-18 08:16:00,50,0,0,28,21,0,0,0,0,0,0,0,0,0,53,28,0,0,0,0,0,0
2018-03-18 08:24:00,60,6,0,0,21,10,0,0,0,38,37,0,0,56,0,27,0,33,0,0,0,0
2018-03-18 08:32:00,53,1,28,0,31,21,0,35,0,0,49,12,28,56,52,27,0,0,0,0,0,0
2018-03-18 08:40:00,63,7,0,0,41,10,0,0,0,75,24,0,0,0,0,27,0,32,0,0,0,0
2018-03-18 08:48:00,58,1,0,27,61,10,0,0,0,0,24,0,0,0,0,26,0,0,32,0,0,0
2018-03-18 08:56:00,47,2,0,0,40,10,0,68,0,0,12,0,27,0,0,0,0,0,0,0,0,0
2018-03-18 09:04:00,39,2,26,26,30,0,0,0,0,0,12,0,27,0,0,0,0,0,0,0,0,0
2018-03-18 09:12:00,48,2,0,0,59,0,0,100,0,36,0,0,0,0,49,51,0,61,0,0,0,0
2018-03-18 09:20:00,56,5,0,26,39,10,0,33,0,0,0,12,26,0,49,25,0,61,0,0,0,0
2018-03-18 09:28:00,57,6,0,51,48,29,0,0,0,35,23,0,0,0,0,76,0,30,0,0,0,0
2018-03-18 09:36:00,41,2,0,0,48,0,0,0,0,0,11,0,0,0,0,76,0,0,0,0,0,0
2018-03-18 09:44:00,53,4,0,0,38,0,0,0,0,0,11,0,26,0,0,100,0,0,0,0,0,0
2018-03-18 09:52:00,50,1,0,0,47,19,0,97,0,35,23,0,0,0,0,25,25,0,0,0,0,0
2018-03-18 10:00:00,49,2,0,0,57,19,0,32,0,35,34,0,0,26,0,0,0,0,0,0,0,0
2018-03-18 10:08:00,57,2,0,0,9,0,0,0,0,34,0,0,0,0,94,0,0,0,0,0,0,0
2018-03-18 10:16:00,72,4,0,0,19,0,0,32,0,0,11,11,0,0,0,24,0,0,0,0,0,0
2018-03-18 10:24:00,38,1,25,0,46,9,0,0,0,0,11,0,25,0,47,49,0,0,0,0,0,0
2018-03-18 10:32:00,44,3,0,0,9,18,0,0,0,68,0,11,50,25,0,24,0,0,0,0,0,0
2018-03-18 10:40:00,48,2,0,0,18,0,0,31,0,0,22,0,25,0,0,48,0,0,0,0,0,0
2018-03-18 10:48:00,65,5,24,0,54,0,0,0,0,33,11,0,0,0,45,24,0,0,0,0,0,0
2018-03-18 10:56:00,51,4,24,0,36,9,0,0,0,33,21,0,0,0,0,23,0,0,0,0,0,0
2018-03-18 11:04:00,59,3,0,0,0,18,0,0,0,0,21,0,0,24,45,23,0,0,0,0,0,0
2018-03-18 11:12:00,59,2,0,0,17,9,0,0,0,32,21,0,0,0,44,46,0,0,0,0,0,0
2018-03-18 11:20:00,56,1,23,0,52,17,0,0,0,0,21,0,0,23,0,23,0,0,0,0,0,0
2018-03-18 11:28:00,37,3,0,0,51,17,0,0,0,0,20,10,0,0,0,67,0,54,27,0,0,0
2018-03-18 11:36:00,46,2,0,0,8,8,0,0,0,0,20,10,0,46,43,0,0,0,0,0,0,0
2018-03-18 11:44:00,53,3,0,22,25,0,0,0,0,0,0,10,0,0,84,44,0,53,0,0,0,0
2018-03-18 11:52:00,46,2,0,0,33,8,0,0,0,61,10,10,0,45,0,43,0,0,0,0,0,0
2018-03-18 12:00:00,53,3,44,22,41,0,0,0,0,0,0,0,0,22,42,0,0,0,0,0,0,0
2018-03-18 12:08:00,66,4,0,0,41,0,0,0,0,30,0,0,0,44,0,22,0,0,26,0,0,62
2018-03-18 12:16:00,53,4,0,0,40,8,0,0,0,30,10,0,0,22,0,21,0,25,0,0,0,0
2018-03-18 12:24:00,66,4,0,0,48,8,0,27,0,0,38,0,0,43,0,42,0,25,0,0,0,0
2018-03-18 12:32:00,54,1,0,63,39,8,0,0,0,0,28,0,0,21,40,21,0,0,0,0,0,0
2018-03-18 12:40:00,55,1,0,0,23,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
2018-03-18 12:48:00,62,1,0,20,8,15,0,0,0,0,91,9,0,0,0,40,0,0,0,0,0,0
2018-03-18 12:56:00,48,2,0,20,23,15,0,0,0,28,27,0,0,20,0,20,0,0,0,0,0,0
2018-03-18 13:04:00,55,3,0,0,45,0,0,25,0,0,18,0,0,20,38,39,0,47,47,0,0,0
2018-03-18 13:12:00,50,2,0,0,15,0,0,0,0,0,9,9,20,20,0,0,0,0,0,0,0,0
2018-03-18 13:20:00,66,3,0,20,22,7,0,0,0,0,26,0,0,0,0,77,0,0,0,0,0,0
2018-03-18 13:28:00,69,1,19,39,22,7,0,25,0,80,17,0,0,39,0,19,0,45,0,0,0,0
2018-03-18 13:36:00,61,3,0,0,65,0,0,25,0,0,9,9,0,19,0,19,0,0,0,0,0,0
2018-03-18 13:44:00,61,3,19,0,7,0,0,24,0,0,8,0,19,19,0,37,0,0,22,0,0,0
2018-03-18 13:52:00,52,0,0,0,21,14,0,0,0,0,0,0,0,0,0,18,0,0,22,0,0,0
2018-03-18 14:00:00,56,1,0,19,14,14,0,48,0,0,0,0,0,0,70,18,0,0,0,0,0,0
2018-03-18 14:08:00,70,3,0,19,42,0,0,0,0,0,8,0,19,19,0,36,0,0,22,0,0,0
2018-03-18 14:16:00,60,6,0,0,14,0,0,0,0,0,66,0,0,19,0,18,0,0,0,0,0,0
2018-03-18 14:24:00,61,2,0,36,27,0,0,47,0,0,41,0,0,18,0,18,0,0,21,0,0,0
2018-03-18 14:32:00,72,6,0,18,41,21,0,0,0,50,41,0,37,37,34,36,0,0,0,0,0,0
2018-03-18 14:40:00,63,5,0,0,27,27,0,0,0,25,24,8,0,18,0,0,0,0,0,0,0,0
2018-03-18 14:48:00,62,1,0,18,34,14,0,23,0,0,8,0,0,0,0,53,0,21,0,0,0,0
2018-03-18 14:56:00,68,5,0,0,47,0,0,0,0,50,32,0,18,0,0,53,18,0,21,0,0,0
2018-03-18 15:04:00,69,3,0,36,68,27,0,23,0,25,56,8,0,18,0,0,0,0,21,0,0,0
2018-03-18 15:12:00,56,2,0,0,34,7,0,23,0,49,8,0,0,0,0,18,0,0,0,0,0,0
2018-03-18 15:20:00,75,4,0,18,67,13,0,23,0,25,48,0,0,36,0,0,0,21,0,0,0,0
2018-03-18 15:28:00,68,2,18,0,33,7,0,0,0,25,24,8,18,36,0,18,0,21,0,0,0,0
2018-03-18 15:36:00,63,2,0,36,47,7,0,23,0,0,40,0,0,0,34,18,0,0,0,50,50,0
2018-03-18 15:44:00,76,4,0,0,40,13,0,0,25,49,16,0,18,18,0,18,0,42,42,0,0,0
2018-03-18 15:52:00,63,3,0,18,33,0,0,23,0,0,63,8,0,0,67,0,0,21,0,0,0,0
2018-03-18 16:00:00,56,3,0,53,46,7,0,0,0,0,55,0,0,0,33,0,0,0,0,0,0,0
2018-03-18 16:08:00,66,2,0,0,53,0,0,0,0,24,16,0,0,18,100,0,0,21,0,0,0,0
2018-03-18 16:16:00,69,2,0,0,47,20,0,0,0,0,8,8,18,18,67,17,0,21,0,0,0,0
2018-03-18 16:24:00,81,2,0,36,47,7,0,23,0,0,24,0,18,0,0,17,0,0,0,0,0,0
2018-03-18 16:32:00,62,5,0,0,33,0,0,23,0,0,8,0,0,0,33,35,0,21,0,0,0,50
2018-03-18 16:40:00,52,2,0,18,47,0,0,0,0,0,24,0,0,36,67,18,0,0,0,0,0,0
2018-03-18 16:48:00,72,3,0,53,13,27,0,45,0,49,72,0,0,18,0,0,0,21,0,0,0,0
2018-03-18 16:56:00,61,1,0,0,40,0,0,0,0,0,24,16,0,18,0,17,17,0,0,0,0,0
2018-03-18 17:04:00,69,4,18,18,33,13,0,0,0,24,16,8,0,0,67,35,0,0,21,0,0,0
2018-03-18 17:12:00,60,4,0,0,60,20,0,0,0,0,16,8,0,18,0,0,0,0,0,0,0,0
2018-03-18 17:20:00,65,2,0,0,34,7,0,0,0,25,0,16,18,18,0,0,0,0,0,0,0,0
2018-03-18 17:28:00,69,2,0,0,27,14,0,0,0,25,16,0,0,18,0,18,0,43,0,0,0,51
2018-03-18 17:36:00,67,6,0,18,41,0,0,0,0,25,49,0,37,18,34,0,0,21,0,0,0,51
2018-03-18 17:44:00,55,2,0,36,48,0,0,23,0,0,0,0,0,0,0,18,0,0,21,0,0,0
2018-03-18 17:52:00,53,3,0,0,34,7,0,23,0,0,25,0,19,19,0,36,0,0,0,0,0,51
2018-03-18 18:00:00,63,0,0,37,63,14,0,0,0,0,33,0,0,19,0,18,0,0,0,0,0,0
2018-03-18 18:08:00,52,1,0,19,42,7,0,0,0,0,25,0,0,0,0,18,0,0,0,0,0,0
2018-03-18 18:16:00,62,3,0,0,35,7,0,24,0,52,17,0,0,0,35,19,0,0,22,0,0,0
2018-03-18 18:24:00,71,2,19,19,35,7,0,24,0,0,8,0,0,0,71,0,0,22,0,0,0,0
2018-03-18 18:32:00,67,3,0,19,14,7,0,0,0,26,0,0,19,0,36,0,0,0,0,0,0,0
2018-03-18 18:40:00,64,3,0,19,29,0,0,24,0,53,43,0,0,0,0,0,0,0,0,0,0,0
2018-03-18 18:48:00,80,3,0,0,29,7,0,0,0,26,17,0,19,19,0,0,0,22,0,0,0,0
2018-03-18 18:56:00,72,3,19,0,22,0,0,0,0,0,26,9,0,0,0,19,0,0,23,0,0,0
2018-03-18 19:04:00,57,3,0,0,44,29,0,0,0,0,43,9,0,20,0,19,19,46,0,0,0,0
2018-03-18 19:12:00,59,2,19,39,22,15,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,55
2018-03-18 19:20:00,87,4,0,20,59,7,0,0,0,27,26,0,0,0,0,0,0,0,23,0,0,0
2018-03-18 19:28:00,65,4,0,0,37,22,0,0,0,27,18,9,0,0,0,19,0,23,0,0,0,0
2018-03-18 19:36:00,52,1,0,20,30,0,0,50,0,54,35,0,20,0,0,58,0,0,23,0,0,0
2018-03-18 19:44:00,63,4,0,20,37,7,0,0,0,27,27,0,0,0,37,0,0,0,0,0,0,0
2018-03-18 19:52:00,84,2,40,0,37,0,0,0,0,0,18,9,20,0,0,0,0,0,0,0,0,0
2018-03-18 20:00:00,65,2,0,80,30,7,0,0,0,55,18,0,0,20,0,0,0,0,0,0,0,0
2018-03-18 20:08:00,49,4,0,0,31,31,0,0,0,28,9,0,0,0,0,20,0,24,0,0,0,0
2018-03-18 20:16:00,45,0,0,0,39,31,0,0,0,0,0,9,0,0,0,61,0,0,24,0,0,0
2018-03-18 20:24:00,62,1,0,21,31,8,0,27,0,0,19,0,0,0,0,41,0,0,0,0,0,59
2018-03-18 20:32:00,78,3,0,0,39,8,0,0,0,0,19,0,0,21,0,21,0,0,0,0,0,59
2018-03-18 20:40:00,58,3,0,42,47,16,0,27,0,0,9,0,0,0,0,21,0,25,0,0,0,0
2018-03-18 20:48:00,51,4,0,21,48,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
2018-03-18 20:56:00,71,3,0,0,8,16,0,0,0,59,29,0,0,0,0,0,0,25,0,0,0,0
2018-03-18 21:04:00,55,3,22,88,25,0,0,0,0,0,20,0,0,0,41,0,0,0,0,0,0,0
2018-03-18 21:12:00,66,4,22,22,42,17,0,0,0,0,30,0,0,0,42,0,0,26,26,0,0,0
2018-03-18 21:20:00,77,1,0,0,67,8,0,0,0,31,30,0,0,45,0,0,0,53,26,0,0,0
2018-03-18 21:28:00,76,3,0,0,9,0,0,0,0,0,31,10,0,23,0,22,0,27,27,0,0,0
2018-03-18 21:36:00,65,6,0,23,26,17,0,59,0,64,21,0,0,23,44,23,0,0,0,0,0,0
2018-03-18 21:44:00,69,1,0,23,35,9,0,0,0,0,10,0,0,0,88,0,0,0,0,0,0,0
2018-03-18 21:52:00,76,4,0,0,54,18,0,0,0,0,11,0,24,24,45,23,0,28,0,0,0,0
2018-03-18 22:00:00,81,3,0,0,46,18,0,31,0,0,33,0,25,25,0,48,0,0,0,0,0,0
2018-03-18 22:08:00,71,1,0,0,65,19,0,0,0,34,22,0,0,0,0,0,0,58,0,0,0,0
2018-03-18 22:16:00,64,5,0,75,19,9,0,0,0,35,45,0,0,0,0,0,0,0,0,0,0,71
2018-03-18 22:24:00,65,2,26,26,48,10,0,0,0,0,35,12,26,0,49,0,0,30,0,0,0,0
2018-03-18 22:32:00,61,5,0,52,49,10,0,0,0,0,23,0,0,26,0,0,0,0,31,0,0,0
2018-03-18 22:40:00,86,5,26,26,39,0,0,0,0,0,82,12,0,27,0,77,0,31,31,0,0,0
2018-03-18 22:48:00,73,3,0,0,30,10,0,0,0,0,24,12,0,0,50,52,0,0,0,0,0,0
2018-03-18 22:56:00,71,1,0,27,51,0,0,0,0,0,36,0,27,0,0,26,0,32,0,0,0,0
2018-03-18 23:04:00,77,6,28,0,52,31,0,0,0,38,0,0,0,0,0,27,0,0,32,0,0,0
2018-03-18 23:12:00,100,2,0,0,42,21,0,0,0,0,62,0,0,28,0,27,0,0,0,0,0,0
2018-03-18 23:20:00,71,1,28,0,53,11,0,0,0,78,25,0,0,0,0,0,0,100,33,0,0,0
2018-03-18 23:28:00,80,9,0,29,43,11,0,0,0,0,25,0,0,0,0,28,0,0,0,0,0,0
2018-03-18 23:36:00,79,8,0,58,65,11,0,0,0,80,52,26,0,0,0,0,0,34,0,0,0,0
2018-03-18 23:44:00,75,6,29,0,33,0,0,0,0,40,39,0,0,30,0,57,0,0,0,0,0,0
2018-03-18 23:52:00,82,4,0,29,44,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0
2018-03-19 00:00:00,83,3,0,0,11,0,0,0,0,41,0,0,60,30,0,0,0,0,35,0,0,0
2018-03-19 00:00:00,72,2,0,0,11,0,0,0,0,33,0,0,60,30,0,0,0,0,29,0,0,0
2018-03-19 00:08:00,76,7,0,0,43,11,0,0,0,0,74,0,0,30,0,41,0,59,29,0,0,0
2018-03-19 00:16:00,83,7,0,0,0,11,0,0,0,0,15,15,0,59,0,0,0,58,0,0,0,0
2018-03-19 00:24:00,76,2,0,90,32,0,0,0,0,0,29,0,0,30,0,0,0,0,0,0,0,0
